id,grid_id,score,data_source,latitude,longitude,lat_lon,address,created date,category,coundist,geometry,borocode,borough_df_benches_std_0,borough_df_benches_std_1,borocd,assemdist,stsendist,congdist,siteid,benchid,type,benchtype,geocodeadd,street,crossstree,borough_df_benches_std_2,borough_df_benches_std_3,comdist,busroute,bid
228887,1087,5.67,df_benches,40.633996,-74.007094,-3007.203961567624,900 60th Street,07/03/2017,Bench,38.0,POINT (-74.007094 40.633996),3.0,Brooklyn,Brooklyn,312.0,49.0,17.0,7.0,3786.0,148.0,Bus Route,backed 2,900 60th Street,60th Street,9th Avenue & Fort Hamilton Pkwy.,Brooklyn,Brooklyn,312.0,B9,Not Applicable
228888,3104,7.38,df_benches,40.873239,-73.899722,-3020.520999339558,2865 Claflin Avenue,04/04/2019,Bench,14.0,POINT (-73.899722 40.873239),2.0,Bronx,Bronx,208.0,81.0,33.0,13.0,4149.0,655.0,General,backed 2,2865 Claflin Avenue,Claflin Avenue,W 179 Street & Reservoir Avenue,Bronx,Bronx,208.0,Not Applicable,Not Applicable
228889,2686,7.99,df_benches,40.822831,-73.953069,-3018.973637718339,3424 Broadway,03/08/2013,Bench,7.0,POINT (-73.953069 40.822831),1.0,Manhattan,Manhattan,109.0,70.0,31.0,13.0,1638.0,481.0,Senior Center,backless,3424 Broadway,Broadway,139th Street & 140th Street,Manhattan,Manhattan,109.0,M04,Not Applicable
228890,1027,7.920000000000001,df_benches,40.620777,-74.025013,-3006.953545495101,555 86th Street,01/12/2018,Bench,43.0,POINT (-74.025013 40.620777),3.0,Brooklyn,Brooklyn,310.0,46.0,22.0,11.0,3924.0,507.0,Bus Route,backless 2,555 86th Street,86th Street,Fort Hamilton Parkway & 5th avenue,Brooklyn,Brooklyn,310.0,B1,86th Street Bay Ridge
228891,1273,8.21,df_benches,40.652533,-73.923511,-3005.177970403363,5713 Church Avenue,05/20/2017,Bench,41.0,POINT (-73.923511 40.652533),3.0,Brooklyn,Brooklyn,317.0,58.0,20.0,9.0,3713.0,89.0,Bus Route,backless 2,5758 Kings Highway,Kings Highway,Kings Highway & E 57th Street,Brooklyn,Brooklyn,317.0,B7,Not Applicable
228892,2332,7.0200000000000005,df_benches,40.7798,-73.956281,-3015.9223479238003,123 East 86th Street,11/21/2018,Bench,4.0,POINT (-73.956281 40.7798),1.0,Manhattan,Manhattan,108.0,73.0,28.0,12.0,4201.0,271.0,Bus Route,backed 2,123 East 86th Street,East 86th Street,Park Avenue & Lexington Avenue,Manhattan,Manhattan,108.0,M86,Not Applicable
228893,878,4.34,df_benches,40.596011,-73.754109,-2994.122620259199,233 Beach 20th Street,12/09/2016,Bench,31.0,POINT (-73.754109 40.596011),4.0,Queens,Queens,414.0,23.0,10.0,5.0,3599.0,2332.0,General,backless,233 Beach 20th Street,Beach 20th Street,Plainview Avenue & Seagirt Blvd,Queens,Queens,414.0,Q22,Not Applicable
228894,1560,7.4,df_benches,40.688318,-74.001125,-3010.9813063577503,100 Columbia Street,05/22/2015,Bench,39.0,POINT (-74.001125 40.688318),3.0,Brooklyn,Brooklyn,306.0,52.0,26.0,7.0,3109.0,1932.0,General,backed,100 Columbia Street,Columbia Street,Kane Street and Degraw Street,Brooklyn,Brooklyn,306.0,Not Applicable,Not Applicable
228895,2217,3.89,df_benches,40.768193,-73.924151,-3013.7540553291424,27-15 30th Avenue,05/07/2014,Bench,22.0,POINT (-73.924151 40.768193),4.0,Queens,Queens,401.0,36.0,12.0,12.0,2441.0,925.0,Health Care Facilities,backless,27-15 30th Avenue,30th Avenue,27th Street and 29th Street,Queens,Queens,401.0,Q102,Not Applicable
228896,1741,5.300000000000001,df_benches,40.7091483368,-73.9590936131,-3010.811712750965,225 Havemeyer Street,05/30/2019,Bench,34.0,POINT (-73.9590936131 40.7091483368),3.0,Brooklyn,Brooklyn,301.0,50.0,18.0,7.0,4255.0,565.0,Bus Route,backed 2,225 Havemeyer Street,Havemeyer Street,Broadway and S 5th Street,Brooklyn,Brooklyn,301.0,B46,Not Applicable
228897,2105,5.900000000000001,df_benches,40.7495340664,-73.8625749635,-3009.8655147071668,103-12 Roosevelt Avenue,06/01/2018,Bench,21.0,POINT (-73.8625749635 40.7495340664),4.0,Queens,Queens,404.0,39.0,13.0,14.0,1342.0,0.0,Plaza,backed 2,103-12 Roosevelt Avenue,Roosevelt Avenue,104th and National Streets,Queens,Queens,404.0,Q20A,Not Applicable
228898,2104,12.86,df_benches,40.753177,-73.872421,-3010.535848431517,95-12A 35th Avenue,02/06/2018,Bench,21.0,POINT (-73.872421 40.753177),4.0,Queens,Queens,403.0,34.0,13.0,14.0,3942.0,691.0,Senior Safety,backed 2,95-12A 35th Avenue,35th Avenue,95th Street & Junction Blvd,Queens,Queens,403.0,Not Applicable,Not Applicable
228899,1270,-0.2800000000000002,df_benches,40.648773,-73.955754,-3006.210656389842,2263 Bedford Avenue,06/09/2016,Bench,40.0,POINT (-73.955754 40.648773),3.0,Brooklyn,Brooklyn,317.0,42.0,21.0,9.0,3273.0,1774.0,Municipal Facilities,backed,2263 Bedford Avenue,Bedford Avenue,Snyder Avenue & Erasmus Street,Brooklyn,Brooklyn,317.0,Not Applicable,Not Applicable
228900,2628,10.580000000000002,df_benches,40.817579,-73.939272,-3018.0220760624884,120 W 140th Street,03/28/2014,Bench,9.0,POINT (-73.939272 40.817579),1.0,Manhattan,Manhattan,110.0,70.0,30.0,13.0,2369.0,962.0,Senior Center,backed,120 W 140th Street,W 140th Street,Adam Clayton Powell Jr. Blvd & Lenox Ave,Manhattan,Manhattan,110.0,Not Applicable,Not Applicable
228901,937,3.72,df_benches,40.602997,-73.753183,-2994.600268089451,10-31 Beach 20th Street,12/09/2015,Bench,31.0,POINT (-73.753183 40.602997),4.0,Queens,Queens,414.0,23.0,10.0,5.0,2446.0,1866.0,Plaza,backed,10-31 Beach 20th Street,Plaza,Beach 20th & Beach 21st Street,Queens,Queens,414.0,Not Applicable,Not Applicable
228902,2634,8.6,df_benches,40.817291,-73.888361,-3015.9227324500507,830 Hunts Point Avenue,02/04/2013,Bench,17.0,POINT (-73.888361 40.817291),2.0,Bronx,Bronx,202.0,85.0,32.0,15.0,1780.0,349.0,General,backed,830 Hunts Point Avenue,Hunts Point Avenue,Lafayette Avenue & Gilbert Place,Bronx,Bronx,202.0,Not Applicable,Not Applicable
228903,1743,5.6,df_benches,40.708879,-73.943443,-3010.154673930397,202 Graham Avenue,03/26/2014,Bench,34.0,POINT (-73.943443 40.708879),3.0,Brooklyn,Brooklyn,301.0,53.0,18.0,7.0,2409.0,1025.0,Senior Center,backed,202 Graham Avenue,Graham Avenue,Scholes Street and Maujer Street,Brooklyn,Brooklyn,301.0,Not Applicable,Not Applicable
228904,1737,8.2,df_benches,40.713347,-74.004509,-3012.971254481623,23 Chambers Street,09/15/2016,Bench,1.0,POINT (-74.004509 40.713347),1.0,Manhattan,Manhattan,101.0,66.0,26.0,10.0,3502.0,2304.0,General,backed,23 Chambers Street,Centre Street,Centre Street & Elk Street,Manhattan,Manhattan,101.0,M22,Not Applicable
228905,1505,4.05,df_benches,40.6826896874,-73.9617526864,-3008.963033277035,19 Putnam Avenue,04/01/2012,Bench,35.0,POINT (-73.9617526864 40.6826896874),3.0,Brooklyn,Brooklyn,302.0,57.0,25.0,8.0,1534.0,101.0,Plaza,backless,19 Putnam Avenue,Plaza,Fulton Street & Grand Avenue,Brooklyn,Brooklyn,302.0,Not Applicable,Fulton Area Business (FAB) Alliance
228906,1505,4.05,df_benches,40.682648,-73.966739,-3009.1628064448723,520 Clinton Avenue,07/09/2013,Bench,35.0,POINT (-73.966739 40.682648),3.0,Brooklyn,Brooklyn,302.0,57.0,25.0,8.0,2050.0,660.0,General,backed,520 Clinton Avenue,Clinton Avenue,Atlantic Avenue and Fulton Street,Brooklyn,Brooklyn,302.0,Not Applicable,Not Applicable
228907,1506,4.03,df_benches,40.6804312436,-73.9555202559,-3008.542456854807,537 Franklin Avenue,09/27/2012,Bench,36.0,POINT (-73.9555202559 40.6804312436),3.0,Brooklyn,Brooklyn,303.0,57.0,25.0,8.0,1106.0,224.0,General,backed,537 Franklin Avenue,Franklin Avenue,Fulton Street and Lefferts Place,Brooklyn,Brooklyn,303.0,Not Applicable,Not Applicable
228908,1329,4.9399999999999995,df_benches,40.662829,-73.953784,-3007.170072694936,406 Rogers Avenue,08/01/2016,Bench,40.0,POINT (-73.953784 40.662829),3.0,Brooklyn,Brooklyn,309.0,43.0,20.0,9.0,3485.0,901.0,General,backed,406 Rogers Avenue,Rogers Avenue,Lefferts Avenue & Sterling Street,Brooklyn,Brooklyn,309.0,Not Applicable,Not Applicable
228909,1623,3.28,df_benches,40.697708,-73.965076,-3010.209065245808,275 Flushing Avenue,05/07/2018,Bench,33.0,POINT (-73.965076 40.697708),3.0,Brooklyn,Brooklyn,302.0,50.0,26.0,7.0,4078.0,537.0,General,backless 2,275 Flushing Avenue,Flushing Avenue,North Elliot Place & North Portland Avenue,Brooklyn,Brooklyn,302.0,B57,Not Applicable
228910,3340,5.45,df_benches,40.907688,-73.903888,-3023.237192290944,5951 Riverdale Avenue,03/19/2014,Bench,11.0,POINT (-73.903888 40.907688),2.0,Bronx,Bronx,208.0,81.0,34.0,16.0,2397.0,623.0,General,backed,5951 Riverdale Avenue,Riverdale Avenue,W259th & W261st Street,Bronx,Bronx,208.0,Not Applicable,Not Applicable
228911,2179,4.9,df_benches,40.761577,-73.723122,-3005.0707140833943,58-20 Little Neck Parkway,09/14/2015,Bench,23.0,POINT (-73.723122 40.761577),4.0,Queens,Queens,411.0,26.0,11.0,3.0,3170.0,1996.0,General,backed,58-20 Little Neck Parkway,Little Neck Parkway,58th Avenue & 60th Avenue,Queens,Queens,411.0,Not Applicable,Not Applicable
228912,1741,5.300000000000001,df_benches,40.7091483368,-73.9590936131,-3010.811712750965,225 Havemeyer Street,05/30/2019,Bench,34.0,POINT (-73.9590936131 40.7091483368),3.0,Brooklyn,Brooklyn,301.0,50.0,18.0,7.0,4255.0,668.0,Bus Route,backed 2,225 Havemeyer Street,Havemeyter Street,Broadway and S 5th Street,Brooklyn,Brooklyn,301.0,B46,Not Applicable
228913,973,8.8,df_benches,40.615856,-73.975734,-3004.5877596383043,5902 23rd Avenue,01/15/2013,Bench,44.0,POINT (-73.975734 40.615856),3.0,Brooklyn,Brooklyn,312.0,48.0,17.0,10.0,1554.0,406.0,General,backed,,23rd Avenue,60th Street and 59th Street,Brooklyn,Brooklyn,312.0,Not Applicable,Not Applicable
228914,2509,17.18,df_benches,40.807452,-73.946788,-3017.580001864176,119 West 124th Street,09/04/2013,Bench,9.0,POINT (-73.946788 40.807452),1.0,Manhattan,Manhattan,110.0,70.0,30.0,13.0,2114.0,845.0,Community Health Centers,backed,119 West 124th Street,West 124th Street,Malcolm X Blvd and 7th Avenue,Manhattan,Manhattan,110.0,Not Applicable,Not Applicable
228915,2867,8.43,df_benches,40.849648,-73.909249,-3019.1668055943524,1894 Walton Avenue,08/07/2013,Bench,14.0,POINT (-73.909249 40.849648),2.0,Bronx,Bronx,205.0,86.0,33.0,15.0,2099.0,750.0,Community Health Centers,backed,1894 Walton Avenue,Walton Avenue,Mount Hope Place and East 177th Street,Bronx,Bronx,205.0,Not Applicable,Not Applicable
228916,1677,-1.3900000000000006,df_benches,40.70536,-74.00629,-3012.4526767144,88 Pine Street,08/12/2013,Bench,1.0,POINT (-74.00629 40.70536),1.0,Manhattan,Manhattan,101.0,65.0,26.0,10.0,2035.0,618.0,General,backed,88 Pine Street,Water Street,Maiden Lane and Pine Street,Manhattan,Manhattan,101.0,Not Applicable,Alliance for Downtown New York
228917,1446,5.02,df_benches,40.675572,-73.958927,-3008.321660231244,528 Prospect Place,10/06/2014,Bench,35.0,POINT (-73.958927 40.675572),3.0,Brooklyn,Brooklyn,308.0,57.0,20.0,9.0,2673.0,1538.0,General,backless,528 Prospect Place,Prospect Place,Classon Avenue & Franklin Avenue,Brooklyn,Brooklyn,308.0,Not Applicable,Not Applicable
228918,2746,5.6,df_benches,40.83328,-73.94174,-3019.2837731072,1970 Amsterdam Avenue,05/06/2017,Bench,7.0,POINT (-73.94174 40.83328),1.0,Manhattan,Manhattan,112.0,71.0,31.0,13.0,3647.0,37.0,Senior Safety,backed,1970 Amsterdam Avenue,Amsterdam Avenue,W. 157th Street & W. 158th Street,Manhattan,Manhattan,112.0,Not Applicable,Not Applicable
228919,1324,1.77,df_benches,40.657914,-74.000652,-3008.712144959928,825 Fourth Avenue,01/07/2013,Bench,38.0,POINT (-74.000652 40.657914),3.0,Brooklyn,Brooklyn,307.0,51.0,20.0,7.0,1606.0,391.0,General,backed,825 Fourth Avenue,4th Avenue,29th Street & 30th Street,Brooklyn,Brooklyn,307.0,Not Applicable,Not Applicable
228920,2509,17.18,df_benches,40.802136,-73.947828,-3017.229334960608,41 West 117th Street,12/08/2014,Bench,9.0,POINT (-73.947828 40.802136),1.0,Manhattan,Manhattan,110.0,70.0,30.0,13.0,2795.0,1492.0,Municipal Facilities,backed,41 West 117th Street,West 117th Street,5th Avenue & Lenox Avenue,Manhattan,Manhattan,110.0,Not Applicable,Not Applicable
228921,1137,4.34,df_benches,40.641818,-74.09756,-3011.45954776408,145 Cassidy Place,08/13/2014,Bench,49.0,POINT (-74.09756 40.641818),5.0,Staten Island,Staten Island,501.0,61.0,23.0,11.0,2757.0,1612.0,General,backed,145 Cassidy Place,Cassidy Place,Linton Avenue & Lafayette Avenue,Staten Island,Staten Island,501.0,Not Applicable,Not Applicable
228922,800,2.2100000000000004,df_benches,40.596757,-73.933499,-3001.4602930627425,3117 Avenue W,07/15/2014,Bench,46.0,POINT (-73.933499 40.596757),3.0,Brooklyn,Brooklyn,315.0,41.0,19.0,9.0,2637.0,1246.0,Municipal Facilities,backed,3117 Avenue W,Knapp Street,Avenue W & Whitney Avenue,Brooklyn,Brooklyn,315.0,Not Applicable,Not Applicable
228923,1400,5.07,df_benches,40.662228,-73.84062,-3002.52412610136,157-05 Cross Bay Blvd,01/31/2019,Bench,32.0,POINT (-73.84062 40.662228),4.0,Queens,Queens,410.0,23.0,15.0,8.0,4228.0,449.0,Bus Route,backless,157-05 Cross Bay Blvd,Cross Bay Blvd,157th Avenue & 158th Avenue,Queens,Queens,410.0,Q52,Not Applicable
228924,1031,4.91,df_benches,40.620446,-73.981795,-3005.1735087805705,5800 20th Avenue,06/03/2014,Bench,44.0,POINT (-73.981795 40.620446),3.0,Brooklyn,Brooklyn,312.0,48.0,17.0,10.0,2491.0,1093.0,General,backed,5800 20th Avenue,20th Avenue,54th Street & 59th Street,Brooklyn,Brooklyn,312.0,Not Applicable,Not Applicable
228925,1336,10.05,df_benches,40.66051,-73.890288,-3004.41679412688,580 Hegeman Avenue,10/16/2014,Bench,42.0,POINT (-73.890288 40.66051),3.0,Brooklyn,Brooklyn,305.0,60.0,19.0,8.0,2744.0,1535.0,Municipal Facilities,backed,580 Hegeman Avenue,Hegeman Avenue,New Jersey Street & Vermont Street,Brooklyn,Brooklyn,305.0,Not Applicable,Not Applicable
228926,1583,7.74,df_benches,40.690054,-73.783147,-3002.240235719938,166-01 Linden Blvd,02/10/2014,Bench,27.0,POINT (-73.783147 40.690054),4.0,Queens,Queens,412.0,32.0,14.0,5.0,2324.0,1029.0,Senior Center,backed,166-01 Linden Blvd,Linden Blvd,166th & 167th Street,Queens,Queens,412.0,Not Applicable,Not Applicable
228927,1508,6.53,df_benches,40.683241,-73.930813,-3007.745082604933,500 Macon Street,04/30/2012,Bench,36.0,POINT (-73.930813 40.683241),3.0,Brooklyn,Brooklyn,303.0,56.0,25.0,8.0,115.0,43.0,Bus Route,backless,288 Malcolm X Boulevard,Malcolm X Boulevard,McDonough Street and Macon Street,Brooklyn,Brooklyn,303.0,B46,Not Applicable
228928,1328,0.8899999999999997,df_benches,40.662659,-73.962081,-3007.494878633379,469 Flatbush Avenue,01/16/2018,Bench,40.0,POINT (-73.962081 40.662659),3.0,Brooklyn,Brooklyn,309.0,43.0,21.0,9.0,3798.0,446.0,General,backed 2,469 Flatbush Avenue,Flatbush Avenue,Empire Blvd & Lefferts Avenue,Brooklyn,Brooklyn,309.0,Not Applicable,Not Applicable
228929,692,6.03,df_benches,40.580011,-73.837324,-2996.3194201305637,211 Beach 116th Street,12/02/2014,Bench,32.0,POINT (-73.837324 40.580011),4.0,Queens,Queens,414.0,23.0,15.0,5.0,1949.0,1493.0,BID,backed,211 Beach 116th Street,Beach 116th Street,Rockaway Beach Blvd & Newport Avenue,Queens,Queens,414.0,Not Applicable,Beach 116th Street Partnership
228930,1620,17.66,df_benches,40.693307,-73.991634,-3010.964277793638,175 Remsen Street,06/16/2015,Bench,33.0,POINT (-73.991634 40.693307),3.0,Brooklyn,Brooklyn,302.0,52.0,26.0,7.0,3085.0,1361.0,General,backed,175 Remsen Street,Remsen Street,Clinton Street & Court Street,Brooklyn,Brooklyn,302.0,Not Applicable,Not Applicable
228931,2935,6.38,df_benches,40.8520448141,-73.8261812468,-3015.9504647481426,Charles J Cimi Plaza,02/04/2017,Bench,13.0,POINT (-73.8261812468 40.8520448141),2.0,Bronx,Bronx,228.0,82.0,34.0,14.0,3569.0,24.0,Bus Route,backless 2,Charles J Cimi Plaza,Bruckner Expressway,Wilkinson Avenue & Westchester Avenue,Bronx,Bronx,210.0,Not Applicable,Not Applicable
228932,1677,-1.3900000000000006,df_benches,40.704932,-74.007488,-3012.469766530816,95 Wall Street,08/08/2013,Bench,1.0,POINT (-74.007488 40.704932),1.0,Manhattan,Manhattan,101.0,65.0,26.0,10.0,2032.0,752.0,General,backless,95 Wall Street,Gouverneur Street,Front Street and Water Street,Manhattan,Manhattan,101.0,Not Applicable,Alliance for Downtown New York
228933,961,4.84,df_benches,40.616267,-74.083154,-3008.981163066118,386 Vanderbilt Avenue,05/03/2018,Bench,49.0,POINT (-74.083154 40.616267),5.0,Staten Island,Staten Island,501.0,61.0,23.0,11.0,4006.0,232.0,Bus Route,backless 2,386 Vanderbilt Avenue,Vanderbilt Avenue,Roff Street & Irving Place,Staten Island,Staten Island,501.0,S76,Not Applicable
228934,741,4.859999999999999,df_benches,40.5839463333,-73.937579988,-3000.678778247068,3031 Emmons Avenue,03/05/2014,Bench,48.0,POINT (-73.937579988 40.5839463333),3.0,Brooklyn,Brooklyn,315.0,41.0,23.0,8.0,2388.0,1022.0,Senior Center,backed,3031 Emmons Avenue,Emmons Avenue,Nostrand Avenue & Lake Avenue,Brooklyn,Brooklyn,315.0,Not Applicable,Not Applicable
228935,3108,5.0600000000000005,df_benches,40.8778624109,-73.8662151139,-3019.4929782399463,3519 White Plains Road,10/25/2013,Bench,12.0,POINT (-73.8662151139 40.8778624109),2.0,Bronx,Bronx,212.0,83.0,36.0,16.0,2187.0,1073.0,General,backed,3519 White Plains Road,E211th Street,White Plains Road & Duncomb Avenue,Bronx,Bronx,212.0,BX41,Not Applicable
228936,912,7.180000000000001,df_benches,40.610758,-73.991641,-3004.856626673878,2006 Bay Ridge Parkway,11/03/2016,Bench,47.0,POINT (-73.991641 40.610758),3.0,Brooklyn,Brooklyn,311.0,49.0,22.0,10.0,3400.0,2033.0,Bus Route,backless,2006 Bay Ridge Parkway,Bay Ridge Parkway,20th Avenue & 21st Avenue,Brooklyn,Brooklyn,311.0,B4,Not Applicable
228937,1741,5.300000000000001,df_benches,40.7091483368,-73.9590936131,-3010.811712750965,225 Havemeyer Street,05/30/2019,Bench,34.0,POINT (-73.9590936131 40.7091483368),3.0,Brooklyn,Brooklyn,301.0,50.0,18.0,7.0,4255.0,457.0,Bus Route,backed 2,225 Havemeyer Street,Havemeyter Street,Broadway and S 5th Street,Brooklyn,Brooklyn,301.0,B46,Not Applicable
228938,2689,4.5600000000000005,df_benches,40.825928,-73.919514,-3017.832756358992,265 E 161st Street,08/29/2017,Bench,16.0,POINT (-73.919514 40.825928),2.0,Bronx,Bronx,204.0,79.0,32.0,15.0,4051.0,305.0,Bus Route,backed 2,265 E 161st Street,E 161st Street,Sherman Ave & Morris Ave,Bronx,Bronx,204.0,BX06,Not Applicable
228939,618,1.38,df_benches,40.575566,-73.980803,-3001.812954859498,1243 Surf Avenue,10/31/2013,Bench,47.0,POINT (-73.980803 40.575566),3.0,Brooklyn,Brooklyn,313.0,46.0,23.0,8.0,2222.0,1065.0,Bus Route,backless,1243 Surf Avenue,Surf Avenue,Stillwell Avenue and West 12th Street,Brooklyn,Brooklyn,313.0,B36,Not Applicable
228940,1696,6.1,df_benches,40.701022,-73.83211,-3005.04233341642,118-14 Hillside Avenue,12/09/2013,Bench,29.0,POINT (-73.83211 40.701022),4.0,Queens,Queens,409.0,27.0,10.0,5.0,2295.0,1105.0,General,backed,118-14 Hillside Avenue,Hillside Avenue,Lefferts Blvd & Babbage Street,Queens,Queens,409.0,Not Applicable,Not Applicable
228941,1144,3.76,df_benches,40.637073,-74.025513,-3008.1801756434493,6740 3rd Avenue,03/07/2017,Bench,43.0,POINT (-74.025513 40.637073),3.0,Brooklyn,Brooklyn,310.0,51.0,22.0,10.0,3629.0,35.0,General,backed 2,6740 3rd Avenue,3rd Avenue,Senator Street & 68th Street,Brooklyn,Brooklyn,310.0,B37,Not Applicable
228942,3043,1.2299999999999995,df_benches,40.869034,-73.917275,-3020.92762516235,5030 Broadway,04/18/2014,Bench,10.0,POINT (-73.917275 40.869034),1.0,Manhattan,Manhattan,112.0,72.0,31.0,13.0,2374.0,785.0,General,backed,5030 Broadway,Broadway,W 213th & W 214th Street,Manhattan,Manhattan,112.0,M100,Not Applicable
228943,2329,2.1499999999999986,df_benches,40.780822,-73.976855,-3016.83695587481,100 West 77th Street,03/25/2013,Bench,6.0,POINT (-73.976855 40.780822),1.0,Manhattan,Manhattan,107.0,67.0,29.0,10.0,1831.0,473.0,General,backed,100 West 77th Street,Columbus Avenue,76th Street & 77th Street,Manhattan,Manhattan,107.0,Not Applicable,Columbus Avenue
228944,2106,5.039999999999999,df_benches,40.753616,-73.860267,-3010.072958975472,37-16 108th Street,02/09/2018,Bench,21.0,POINT (-73.860267 40.753616),4.0,Queens,Queens,403.0,35.0,13.0,14.0,3963.0,452.0,Senior Safety,backed 2,37-16 108th Street,108th Street,37th Street & 38th Street,Queens,Queens,403.0,Not Applicable,Not Applicable
228945,2873,8.57,df_benches,40.847797,-73.856914,-3016.892230118458,974 Morris Park Avenue,06/24/2014,Bench,13.0,POINT (-73.856914 40.847797),2.0,Bronx,Bronx,211.0,82.0,34.0,14.0,2536.0,825.0,Municipal Facilities,backless,974 Morris Park Avenue,Morris Park Avenue,Radcliff Avenue and Colden Avenue,Bronx,Bronx,211.0,BX21,Not Applicable
228946,1036,7.23,df_benches,40.620476,-73.935867,-3003.310111012692,1501 Hendrickson Street,07/03/2014,Bench,45.0,POINT (-73.935867 40.620476),3.0,Brooklyn,Brooklyn,318.0,41.0,19.0,9.0,2582.0,922.0,Municipal Facilities,backless,2000 Flatbush Avenue,Flatbush Avenue,Flatlands Avenue & Avenue M,Brooklyn,Brooklyn,318.0,B41,Not Applicable
228947,1562,5.460000000000001,df_benches,40.688187,-73.981993,-3010.193165816691,293 Livingston Street,06/19/2012,Bench,33.0,POINT (-73.981993 40.688187),3.0,Brooklyn,Brooklyn,302.0,52.0,25.0,8.0,995.0,100.0,BID,backed,293 Livingston Street,Livingston Street,Nevins Street and Flatbush Avenue,Brooklyn,Brooklyn,302.0,Not Applicable,Court-Livingston-Schermerhorn
228948,1634,4.45,df_benches,40.692198,-73.861864,-3005.601594537072,80-19 Jamaica Avenue,12/05/2013,Bench,30.0,POINT (-73.861864 40.692198),4.0,Queens,Queens,409.0,38.0,15.0,7.0,2271.0,1095.0,BID,backed,80-19 Jamaica Avenue,Jamaica Avenue,80th Street & Forest Pkwy,Queens,Queens,409.0,Not Applicable,Woodhaven
228949,1736,-3.88,df_benches,40.713684,-74.010713,-3013.248781696692,30 West Broadway,03/11/2013,Bench,1.0,POINT (-74.010713 40.713684),1.0,Manhattan,Manhattan,101.0,66.0,26.0,10.0,1839.0,336.0,General,backed,30 West Broadway,"Park Place, Greenwich Street & West Broadway",Greenwich Street &West Broadway,Manhattan,Manhattan,101.0,Not Applicable,Not Applicable
