id,grid_id,score,data_source,latitude,longitude,lat_lon,address,created date,category,coundist,geometry,borocode,borough_df_benches_std_0,borough_df_benches_std_1,borocd,assemdist,stsendist,congdist,siteid,benchid,type,benchtype,geocodeadd,street,crossstree,borough_df_benches_std_2,borough_df_benches_std_3,comdist,busroute,bid
229503,1933,12.510000000000002,df_benches,40.7302927155,-73.8150707428,-3006.509438169584,70-62 Kissena Boulevard,02/03/2015,Bench,24.0,POINT (-73.8150707428 40.7302927155),4.0,Queens,Queens,408.0,27.0,16.0,6.0,3036.0,1991.0,General,backless,70-62 Kissena Boulevard,Kissena Boulevard,70th Road and 71st Avenue,Queens,Queens,408.0,Q25,Not Applicable
229504,1974,6.25,df_benches,40.740495,-73.990336,-3014.40291385632,155 5th Avenue,12/04/2013,Bench,2.0,POINT (-73.990336 40.740495),1.0,Manhattan,Manhattan,105.0,75.0,28.0,12.0,2209.0,1125.0,BID,backed,155 5th Avenue,5th Avenue,W 21st Street and W 22nd Street,Manhattan,Manhattan,105.0,Not Applicable,Flatiron/23rd Street Partnership
229505,1758,5.73,df_benches,40.705395,-73.798368,-3003.99171979536,89-56 162nd Street,,Bench,24.0,POINT (-73.798368 40.705395),4.0,Queens,Queens,412.0,32.0,14.0,5.0,2073.0,0.0,Community Health Centers,,89-56 162nd Street,162nd Street,69th Avenue and Jamaica Avenue,Queens,Queens,412.0,Not Applicable,Not Applicable
229506,1504,7.569999999999999,df_benches,40.6848030446,-73.9707042543,-3009.483533656551,770 Fulton Street,10/18/2013,Bench,35.0,POINT (-73.9707042543 40.6848030446),3.0,Brooklyn,Brooklyn,302.0,57.0,25.0,8.0,2238.0,1043.0,BID,backed,770 Fulton Street,Fulton Street,Adelphi and Carlton,Brooklyn,Brooklyn,302.0,B25,Fulton Area Business (FAB) Alliance
229507,1795,4.659999999999999,df_benches,40.71532,-74.011229,-3013.39087232828,270 Greenwich Street,08/12/2014,Bench,1.0,POINT (-74.011229 40.71532),1.0,Manhattan,Manhattan,101.0,66.0,26.0,10.0,2621.0,0.0,General,backless,270 Greenwich Street,Warren Street,Greenwich Street & West Street,Manhattan,Manhattan,101.0,M09,Not Applicable
229508,1384,4.0200000000000005,df_benches,40.667545,-73.991046,-3009.03419280207,515 4th Avenue,01/14/2014,Bench,39.0,POINT (-73.991046 40.667545),3.0,Brooklyn,Brooklyn,306.0,52.0,21.0,7.0,2350.0,1355.0,General,backed,515 4th Avenue,4th Avenue & 14th Street,13th & 14th Street,Brooklyn,Brooklyn,306.0,Not Applicable,Not Applicable
229509,1513,7.489999999999999,df_benches,40.680087,-73.885655,-3005.674873451985,209 Cleveland Street,10/08/2014,Bench,37.0,POINT (-73.885655 40.680087),3.0,Brooklyn,Brooklyn,305.0,54.0,18.0,7.0,2767.0,1546.0,General,backed,209 Cleveland Street,Cleveland Street,Fulton Street & Arlington Avenue,Brooklyn,Brooklyn,305.0,Not Applicable,Not Applicable
229510,1919,8.25,df_benches,40.729007,-73.95276,-3012.02247970932,715 Leonard Street,03/26/2014,Bench,33.0,POINT (-73.95276 40.729007),3.0,Brooklyn,Brooklyn,301.0,50.0,26.0,12.0,2405.0,579.0,Senior Center,backed,715 Leonard Street,Leonard Street,Calyer Street and Greenpoint Avenue,Brooklyn,Brooklyn,301.0,Not Applicable,Not Applicable
229511,1624,2.3099999999999996,df_benches,40.698905,-73.957495,-3009.989063042975,439 Flushing Avenue,02/01/2018,Bench,33.0,POINT (-73.957495 40.698905),3.0,Brooklyn,Brooklyn,301.0,50.0,26.0,7.0,3998.0,302.0,Bus Route,backless 2,439 Flushing Avenue,Flushing Avenue,Skillman Street & Bedford Avenue,Brooklyn,Brooklyn,301.0,B57,Not Applicable
229512,978,5.55,df_benches,40.613532,-73.926769,-3002.4271984381076,2325 Flatbush Avenue,05/20/2017,Bench,46.0,POINT (-73.926769 40.613532),3.0,Brooklyn,Brooklyn,318.0,59.0,19.0,8.0,3630.0,88.0,General,backless 2,2325 Flatbush Avenue,Flatbush Avenue,Utica Avenue & E. 49th Street,Brooklyn,Brooklyn,318.0,B41,Not Applicable
229513,3107,1.58,df_benches,40.874207,-73.878343,-3019.718684599001,285 East 205th Street,07/02/2013,Bench,11.0,POINT (-73.878343 40.874207),2.0,Bronx,Bronx,207.0,80.0,36.0,13.0,1968.0,651.0,General,backed,285 East 205th Street,East 205th Street,E 204th Street & Perry Avenue,Bronx,Bronx,207.0,Not Applicable,Not Applicable
229514,1268,11.54,df_benches,40.6490086245,-73.9716028774,-3006.872323331522,397A Coney Island Avenue,12/30/2014,Bench,40.0,POINT (-73.9716028774 40.6490086245),3.0,Brooklyn,Brooklyn,314.0,42.0,21.0,9.0,2892.0,791.0,Municipal Facilities,backless,397A Coney Island Avenue,Coney Island Avenue,Caton Avenue & Kermit Place,Brooklyn,Brooklyn,314.0,B68,Not Applicable
229515,2103,14.18,df_benches,40.751548,-73.883703,-3010.875269222244,35-24 83rd Street,02/07/2014,Bench,25.0,POINT (-73.883703 40.751548),4.0,Queens,Queens,403.0,39.0,13.0,14.0,2362.0,1341.0,Senior Center,backed,35-24 83rd Street,83rd Street,35th & 37th Avenue,Queens,Queens,403.0,Not Applicable,Not Applicable
229516,1329,4.9399999999999995,df_benches,40.659007,-73.95046,-3006.7522707932203,1166 Nostrand Avenue,04/05/2013,Bench,40.0,POINT (-73.95046 40.659007),3.0,Brooklyn,Brooklyn,309.0,43.0,20.0,9.0,1742.0,110.0,General,backed,1166 Nostrand Avenue,Nostrand Avenue,Fenimore & Rutland Road,Brooklyn,Brooklyn,309.0,Not Applicable,Not Applicable
229517,2213,11.94,df_benches,40.76677,-73.959834,-3015.10354191618,1310 2nd Avenue,07/05/2017,Bench,5.0,POINT (-73.959834 40.76677),1.0,Manhattan,Manhattan,108.0,76.0,28.0,12.0,3840.0,193.0,General,backed 2,1310 2nd Avenue,2nd Avenue,E 68th Street & 69th Street,Manhattan,Manhattan,108.0,Not Applicable,Not Applicable
229518,1578,0.0999999999999996,df_benches,40.689754,-73.826729,-3003.991441634666,118-01 101st Avenue,,Bench,28.0,POINT (-73.826729 40.689754),4.0,Queens,Queens,409.0,24.0,10.0,5.0,3249.0,0.0,Municipal Facilities,,118-01 101st Avenue,118th Street,101st Avenue & 97th Avenue,Queens,Queens,409.0,Not Applicable,Not Applicable
229519,2331,4.45,df_benches,40.781432,-73.960169,-3016.2016027820077,1 E 86th Street,04/13/2016,Bench,4.0,POINT (-73.960169 40.781432),1.0,Manhattan,Manhattan,108.0,73.0,28.0,12.0,3253.0,2275.0,Bus Route,backless,1 E 86th Street,E 86th Street,5th Avenue & Madison Avenue,Manhattan,Manhattan,108.0,M86,Not Applicable
229520,1145,5.39,df_benches,40.638987,-74.02034,-3008.11163499558,6317 4th Avenue,09/13/2013,Bench,38.0,POINT (-74.02034 40.638987),3.0,Brooklyn,Brooklyn,307.0,51.0,23.0,10.0,2155.0,741.0,Community Health Centers,backed,6317 4th Avenue,4th Avenue,64th and 63rd Streets,Brooklyn,Brooklyn,307.0,Not Applicable,Not Applicable
229521,2168,3.57,df_benches,40.757784,-73.829252,-3009.116705897568,41-17 Main Street,09/23/2013,Bench,20.0,POINT (-73.829252 40.757784),4.0,Queens,Queens,407.0,40.0,16.0,6.0,440.0,833.0,Bus Route,backless,41-08 Kissena Boulevard,Kissena Boulevard,Main Street,Queens,Queens,407.0,Q27,Not Applicable
229522,794,3.9,df_benches,40.595423,-73.993371,-3003.7921949409324,8781 24th Avenue,09/25/2018,Bench,47.0,POINT (-73.993371 40.595423),3.0,Brooklyn,Brooklyn,311.0,47.0,23.0,10.0,4184.0,1004.0,Bus Route,backless 2,8781 24th Avenue,CROPSEY AVENUE,24th Avenue & Bay 37th Street,Brooklyn,Brooklyn,311.0,B82,Not Applicable
229523,1508,6.53,df_benches,40.68391,-73.929269,-3007.73172636179,266 Malcolm X Boulevard,04/30/2012,Bench,36.0,POINT (-73.929269 40.68391),3.0,Brooklyn,Brooklyn,303.0,56.0,25.0,8.0,113.0,1971.0,Bus Route,backless,266 Malcolm X Boulevard,Malcolm X Boulevard,Halsey Street and Macon Street,Brooklyn,Brooklyn,303.0,B46,Not Applicable
229524,1504,7.569999999999999,df_benches,40.6838417185,-73.9682348557,-3009.3119590661336,883 Fulton Street,07/25/2012,Bench,35.0,POINT (-73.9682348557 40.6838417185),3.0,Brooklyn,Brooklyn,302.0,57.0,25.0,8.0,820.0,92.0,General,backed,883 Fulton Street,Vanderbilt Avenue,Gates Avenue and Fulton Street,Brooklyn,Brooklyn,302.0,Not Applicable,Not Applicable
229525,1809,9.36,df_benches,40.713268,-73.872295,-3007.5825441100596,79-62 Metropolitan Avenue,01/29/2015,Bench,30.0,POINT (-73.872295 40.713268),4.0,Queens,Queens,405.0,28.0,15.0,6.0,2966.0,1670.0,General,backed,79-62 Metropolitan Avenue,80th Street,79th Place and 80th Street,Queens,Queens,405.0,Q47,Not Applicable
229526,1561,8.05,df_benches,40.690052,-73.986838,-3010.5282855355763,180 Livingston Street,06/19/2012,Bench,33.0,POINT (-73.986838 40.690052),3.0,Brooklyn,Brooklyn,302.0,52.0,25.0,7.0,989.0,99.0,BID,backed,180 Livingston Street,Livingston Street,Gallatin Place and Court Street,Brooklyn,Brooklyn,302.0,Not Applicable,Court-Livingston-Schermerhorn
229527,1637,5.340000000000001,df_benches,40.693741,-73.827657,-3004.323552594837,119-02 94th Avenue,06/29/2012,Bench,28.0,POINT (-73.827657 40.693741),4.0,Queens,Queens,409.0,24.0,10.0,5.0,563.0,127.0,Bus Route,backless,94-13 Lefferts Boulevard,Lefferts Boulevard,94th and 95th Avenues,Queens,Queens,409.0,Q10,Not Applicable
229528,1013,5.12,df_benches,40.626284,-74.158282,-3012.775425484088,2069 Forest Avenue,01/29/2013,Bench,49.0,POINT (-74.158282 40.626284),5.0,Staten Island,Staten Island,501.0,61.0,23.0,11.0,1680.0,1339.0,Bus Route,backless,2069 Forest Avenue,Forest Avenue,Union Avenue and Bruckner Avenue,Staten Island,Staten Island,501.0,S48,Not Applicable
229529,2448,7.370000000000001,df_benches,40.794568,-73.96629,-3017.42284711272,808 Columbus Avenue,10/11/2013,Bench,7.0,POINT (-73.96629 40.794568),1.0,Manhattan,Manhattan,107.0,69.0,30.0,10.0,2080.0,354.0,General,backless 2,808 Columbus Avenue,97th Street,Amsterdam Avenue and Columbus Avenue,Manhattan,Manhattan,107.0,Not Applicable,Not Applicable
229530,1217,3.7,df_benches,40.641474,-73.898254,-3003.333968586396,1600 Rockaway Parkway,07/07/2014,Bench,46.0,POINT (-73.898254 40.641474),3.0,Brooklyn,Brooklyn,318.0,59.0,19.0,8.0,2581.0,789.0,Municipal Facilities,backless,1678 Rockaway Parkway,Rockaway Parkway,Avenue J & Avenue K,Brooklyn,Brooklyn,318.0,B42,Not Applicable
229531,1866,5.84,df_benches,40.724775,-73.897456,-3009.4572686724005,66-62 Grand Avenue,04/16/2013,Bench,30.0,POINT (-73.897456 40.724775),4.0,Queens,Queens,405.0,30.0,15.0,6.0,646.0,587.0,Bus Route,backless,66-62 Grand Avenue,Grand Avenue,Queens Midtown Expressway & Hamilton Place,Queens,Queens,405.0,Q58,Not Applicable
229532,1743,5.6,df_benches,40.711465,-73.945843,-3010.4435991899945,669 Grand Street,01/28/2017,Bench,34.0,POINT (-73.945843 40.711465),3.0,Brooklyn,Brooklyn,301.0,53.0,18.0,7.0,3609.0,12.0,BID,backed 2,669 Grand Street,Grand Street,Leonard Street & Manhattan Avenue,Brooklyn,Brooklyn,301.0,Not Applicable,Grand Street
229533,2984,1.9499999999999993,df_benches,40.8627844151,-73.9255179993,-3020.8025047799906,136 Dyckman Street,05/06/2013,Bench,10.0,POINT (-73.9255179993 40.8627844151),1.0,Manhattan,Manhattan,112.0,72.0,31.0,13.0,1217.0,557.0,Senior Center,backed,136 Dyckman Street,Dyckman Street,Sherman & Post Avenue,Manhattan,Manhattan,112.0,Not Applicable,Not Applicable
229534,2104,12.86,df_benches,40.754241,-73.873769,-3010.6693854043288,34-20 94th Street,11/12/2014,Bench,25.0,POINT (-73.873769 40.754241),4.0,Queens,Queens,403.0,34.0,13.0,14.0,2746.0,1431.0,Municipal Facilities,backed,34-20 94th Street,94th Street,East 184th Street & East 185th Street,Queens,Queens,403.0,Not Applicable,Not Applicable
229535,1855,7.349999999999999,df_benches,40.72737,-74.000815,-3013.85857280655,109 West Houston Street,09/28/2012,Bench,3.0,POINT (-74.000815 40.72737),1.0,Manhattan,Manhattan,102.0,66.0,26.0,10.0,819.0,859.0,General,backless,109 West Houston Street,West Houston Street,Sullivan and Thompson Streets,Manhattan,Manhattan,102.0,M21,Not Applicable
229536,1264,2.4399999999999995,df_benches,40.651977,-74.006862,-3008.525251866174,4004 Fourth Avenue,01/09/2013,Bench,38.0,POINT (-74.006862 40.651977),3.0,Brooklyn,Brooklyn,307.0,51.0,25.0,7.0,1609.0,335.0,General,backed,4004 Fourth Avenue,4th Avenue,40th & 41st Street,Brooklyn,Brooklyn,307.0,Not Applicable,Not Applicable
229537,2392,4.380000000000001,df_benches,40.791277,-73.944879,-3016.306042020483,1915 3rd Avenue,08/15/2013,Bench,8.0,POINT (-73.944879 40.791277),1.0,Manhattan,Manhattan,111.0,68.0,29.0,13.0,2108.0,953.0,Community Health Centers,backless,1915 3rd Avenue,East 106th Street,2nd and 3rd Avenues,Manhattan,Manhattan,111.0,M106,Not Applicable
229538,1510,8.4,df_benches,40.682458,-73.917088,-3007.128828042304,121 Saratoga Avenue,12/31/2014,Bench,41.0,POINT (-73.917088 40.682458),3.0,Brooklyn,Brooklyn,316.0,55.0,25.0,8.0,2812.0,1956.0,Municipal Facilities,backed,121 Saratoga Avenue,Saratoga Avenue,Chauncey Street and Bainbridge Street,Brooklyn,Brooklyn,316.0,Not Applicable,Not Applicable
229539,2277,4.73,df_benches,40.776017,-73.910855,-3013.7902799645353,22-04 31st Street,11/30/2016,Bench,22.0,POINT (-73.910855 40.776017),4.0,Queens,Queens,401.0,36.0,12.0,14.0,3512.0,2244.0,General,backed,22-04 31st Street,31st Street,Ditmars Blvd & 23rd Avenue,Queens,Queens,401.0,Not Applicable,Not Applicable
229540,1021,8.77,df_benches,40.624496,-74.079533,-3009.443692040368,1 Tompkins Avenue,10/28/2013,Bench,49.0,POINT (-74.079533 40.624496),5.0,Staten Island,Staten Island,501.0,61.0,23.0,11.0,2232.0,1081.0,Community Health Centers,backless,1 Tompkins Avenue,Tompkins Avenue,Broad Street and Tompkins Street,Staten Island,Staten Island,501.0,S52,Not Applicable
229541,1568,6.55,df_benches,40.685695,-73.922463,-3007.586783266785,820 Hancock Street,12/31/2014,Bench,41.0,POINT (-73.922463 40.685695),3.0,Brooklyn,Brooklyn,303.0,55.0,25.0,8.0,2813.0,1454.0,Municipal Facilities,backed,820 Hancock Street,Hancock Street,Ralph Avenue and Howard Avenue,Brooklyn,Brooklyn,303.0,Not Applicable,Not Applicable
229542,1157,2.72,df_benches,40.634085,-73.907925,-3003.180906623625,1070 E. 83rd Street,01/02/2015,Bench,46.0,POINT (-73.907925 40.634085),3.0,Brooklyn,Brooklyn,318.0,59.0,19.0,8.0,2785.0,1586.0,Municipal Facilities,backed,1070 E. 83rd Street,E. 83rd Street,Avenue J and Avenue K,Brooklyn,Brooklyn,318.0,Not Applicable,Not Applicable
229543,2814,5.120000000000001,df_benches,40.836585,-73.856898,-3016.06349301333,1525 Unionport Road,05/02/2014,Bench,18.0,POINT (-73.856898 40.836585),2.0,Bronx,Bronx,209.0,87.0,32.0,14.0,2451.0,967.0,Senior Center,backed,1525 Unionport Road,Unionport Road,MacGraw Avenue and Metropolitan Street,Bronx,Bronx,209.0,Not Applicable,Not Applicable
229544,1397,4.66,df_benches,40.668034,-73.869949,-3004.1455975102663,2554 Linden Boulevard,02/13/2017,Bench,42.0,POINT (-73.869949 40.668034),3.0,Brooklyn,Brooklyn,305.0,60.0,19.0,8.0,3492.0,2427.0,Bus Route,backless,2554 Linden Boulevard,Linden Boulevard,Euclid Avenue & Pine Street,Brooklyn,Brooklyn,305.0,B15,Not Applicable
229545,2110,4.970000000000001,df_benches,40.748639,-73.816958,-3007.9405736201616,48-15 Kissena Boulevard,05/09/2018,Bench,20.0,POINT (-73.816958 40.748639),4.0,Queens,Queens,407.0,25.0,16.0,6.0,4046.0,241.0,Bus Route,backless 2,48-15 Kissena Boulevard,Kissena Boulevard,Negundo Avenue & Mulberry Avenue,Queens,Queens,407.0,Q17,Not Applicable
229546,1742,4.16,df_benches,40.706899,-73.953959,-3010.436339663141,402 Broadway,03/05/2019,Bench,33.0,POINT (-73.953959 40.706899),3.0,Brooklyn,Brooklyn,301.0,50.0,26.0,7.0,4194.0,1775.0,Other,backless,402 Broadway,Broadway,Hooper Street and Hewes Street,Brooklyn,Brooklyn,301.0,Not Applicable,Not Applicable
229547,3165,5.17,df_benches,40.882178,-73.88691,-3020.6578064899804,100 West Mosholu Parkway South,08/06/2013,Bench,11.0,POINT (-73.88691 40.882178),2.0,Bronx,Bronx,207.0,81.0,34.0,13.0,2091.0,831.0,Community Health Centers,backless,100 West Mosholu Parkway South,Mosholu Parkway,Paul and Sedgwick Avenues,Bronx,Bronx,207.0,BX1,Not Applicable
229548,3164,7.510000000000001,df_benches,40.883008,-73.894228,-3021.018314477824,3874 Sedgwick Avenue,03/27/2013,Bench,11.0,POINT (-73.894228 40.883008),2.0,Bronx,Bronx,208.0,81.0,34.0,13.0,1617.0,313.0,Senior Center,backed,3874 Sedgwick Avenue,Sedgwick Avenue,Stevenson Place & Van Cortland Avenue W,Bronx,Bronx,208.0,Not Applicable,Not Applicable
229549,2512,2.49,df_benches,40.8050066697,-73.9231625169,-3016.435139547422,100 bruckner blvd,04/04/2019,Bench,8.0,POINT (-73.9231625169 40.8050066697),2.0,Bronx,Bronx,201.0,84.0,29.0,15.0,4111.0,436.0,General,backed 2,100 bruckner blvd,Bruckner Boulevard,Westchester Avenue & Amendola Place,Bronx,Bronx,201.0,BX29,Not Applicable
229550,838,8.09,df_benches,40.603232,-74.137981,-3010.2416425545916,1060 Willowbrook Road,08/11/2014,Bench,50.0,POINT (-74.137981 40.603232),5.0,Staten Island,Staten Island,502.0,63.0,24.0,11.0,2684.0,1221.0,Municipal Facilities,backed,1060 Willowbrook Road,Willowbrook Road,Sheraden Avenue & Ardmore Avenue,Staten Island,Staten Island,502.0,Not Applicable,Not Applicable
229551,1096,6.140000000000001,df_benches,40.632285,-73.928294,-3003.87551137179,1633 Utica Avenue,07/26/2016,Bench,46.0,POINT (-73.928294 40.632285),3.0,Brooklyn,Brooklyn,318.0,41.0,21.0,8.0,3539.0,2435.0,Bus Route,backed,1633 Utica Avenue,Utica Avenue,Avenue H & Avenue I,Brooklyn,Brooklyn,318.0,Not Applicable,Not Applicable
229552,3045,4.640000000000001,df_benches,40.870911,-73.902574,-3020.465524624914,2735 Sedgwick Avenue,05/01/2014,Bench,14.0,POINT (-73.902574 40.870911),2.0,Bronx,Bronx,208.0,78.0,33.0,13.0,2437.0,431.0,Health Care Facilities,backless,2735 Sedgwick Avenue,Sedgwick Avenue,W. 195th Street and W. Kingsbridge Road,Bronx,Bronx,208.0,BX03,Not Applicable
229553,1447,3.83,df_benches,40.6742998467,-73.9566455197,-3008.13477552438,711 Franklin Avenue,05/30/2013,Bench,35.0,POINT (-73.9566455197 40.6742998467),3.0,Brooklyn,Brooklyn,308.0,57.0,20.0,9.0,1581.0,605.0,General,backed,711 Franklin Avenue,Franklin Avenue,Park Place & Prospect Place,Brooklyn,Brooklyn,308.0,Not Applicable,Not Applicable
229554,2632,10.45,df_benches,40.820676,-73.901221,-3016.697798445396,871 Prospect Avenue,09/11/2013,Bench,17.0,POINT (-73.901221 40.820676),2.0,Bronx,Bronx,203.0,79.0,32.0,15.0,2138.0,841.0,Community Health Centers,backed,871 Prospect Avenue,Prospect Avenue,East 161st and 162nd Streets,Bronx,Bronx,203.0,Not Applicable,Not Applicable
229555,853,2.19,df_benches,40.599985,-73.995862,-3004.2308872620697,8686 Bay Parkway,04/03/2013,Bench,47.0,POINT (-73.995862 40.599985),3.0,Brooklyn,Brooklyn,311.0,47.0,23.0,11.0,285.0,337.0,Bus Route,backless,8686 Bay Parkway,Bay Parkway,Benson Avenue & Bath Avenue,Brooklyn,Brooklyn,311.0,B6,Not Applicable
229556,1687,6.67,df_benches,40.703509,-73.911915,-3008.4742974097344,599 Cypress Avenue,11/14/2014,Bench,34.0,POINT (-73.911915 40.703509),4.0,Queens,Queens,405.0,38.0,12.0,7.0,2752.0,1421.0,Municipal Facilities,backed,599 Cypress Avenue,Cypress Avenue,Bleecker Street & Menahan Street,Queens,Queens,405.0,Not Applicable,Not Applicable
229557,2044,3.25,df_benches,40.7470570106,-73.8838443202,-3010.5492166774843,40-20 82nd Street,12/11/2012,Bench,25.0,POINT (-73.8838443202 40.7470570106),4.0,Queens,Queens,404.0,39.0,16.0,14.0,1520.0,478.0,BID,backed,40-20 82nd Street,82nd Street,Roosevelt Avenue and Ithaca Street,Queens,Queens,404.0,Not Applicable,82nd Street
229558,1741,5.300000000000001,df_benches,40.7091483368,-73.9590936131,-3010.811712750965,225 Havemeyer Street,05/30/2019,Bench,34.0,POINT (-73.9590936131 40.7091483368),3.0,Brooklyn,Brooklyn,301.0,50.0,18.0,7.0,2447.0,2059.0,Plaza,backless,225 Havemeyer Street,"South 5th Street, Havemeyer Street & Broadway","South 5th Street, Havemeyer Street & Broadway",Brooklyn,Brooklyn,301.0,Not Applicable,Not Applicable
229559,2750,6.7,df_benches,40.835286,-73.900751,-3017.7583026997863,580 Crotona Park South,09/10/2014,Bench,16.0,POINT (-73.900751 40.835286),2.0,Bronx,Bronx,203.0,79.0,33.0,15.0,2693.0,1401.0,Municipal Facilities,backed,580 Crotona Park South,Crotona Park South,Fulton Avenue & Franklin Avenue,Bronx,Bronx,203.0,Not Applicable,Not Applicable
229560,3106,10.08,df_benches,40.8756418016,-73.8784849953,-3019.8304895127626,228 East 207th Street,08/01/2018,Bench,11.0,POINT (-73.8784849953 40.8756418016),2.0,Bronx,Bronx,207.0,80.0,36.0,13.0,4164.0,60.0,General,backed 2,228 East 207th Street,East 207th Street,Bainbridge Avenue & Perry Avenue,Bronx,Bronx,207.0,Not Applicable,Not Applicable
229561,1451,7.01,df_benches,40.676661,-73.916929,-3006.693863094069,2120 Atlantic Avenue,01/08/2015,Bench,41.0,POINT (-73.916929 40.676661),3.0,Brooklyn,Brooklyn,316.0,55.0,25.0,8.0,2960.0,1716.0,Municipal Facilities,backless,280 Saratoga Avenue,Saratoga Avenue,Atlantic Avenue & Pacific Street,Brooklyn,Brooklyn,316.0,B7,Not Applicable
229562,1986,6.3100000000000005,df_benches,40.735792,-73.87253,-3009.25601659376,90-02 56th Avenue,11/24/2014,Bench,25.0,POINT (-73.87253 40.735792),4.0,Queens,Queens,404.0,35.0,16.0,6.0,2974.0,1135.0,Municipal Facilities,backless,56-89 90th Street,90th Street,56th Avenue & 57th Avenue,Queens,Queens,404.0,Q59,Not Applicable
229563,2332,7.0200000000000005,df_benches,40.782833,-73.9497,-3015.8782655001,245 E 93rd Street,07/05/2017,Bench,5.0,POINT (-73.9497 40.782833),1.0,Manhattan,Manhattan,108.0,73.0,29.0,12.0,3848.0,140.0,General,backed 2,1801 2nd Avenue,2nd Avenue,2nd Avenue & 3rd Avenue,Manhattan,Manhattan,108.0,Not Applicable,Not Applicable
229564,1883,5.9399999999999995,df_benches,40.720619,-73.731997,-3002.4125579461434,222-14 Jamaica Avenue,11/20/2014,Bench,23.0,POINT (-73.731997 40.720619),4.0,Queens,Queens,413.0,33.0,14.0,5.0,2799.0,1425.0,Municipal Facilities,backed,222-14 Jamaica Avenue,Jamaica Avenue,222nd Street & 224th Street,Queens,Queens,413.0,Not Applicable,Not Applicable
229565,2103,14.18,df_benches,40.74959,-73.885897,-3010.82000953223,80-21 37th Avenue,07/08/2013,Bench,25.0,POINT (-73.885897 40.74959),4.0,Queens,Queens,403.0,39.0,13.0,14.0,1965.0,797.0,General,backed,80-21 37th Avenue,37th Avenue,80th & 81st Street,Queens,Queens,403.0,Not Applicable,Not Applicable
229566,1385,9.63,df_benches,40.669629,-73.979287,-3008.710155974523,237 7th Avenue,05/10/2013,Bench,39.0,POINT (-73.979287 40.669629),3.0,Brooklyn,Brooklyn,306.0,44.0,21.0,9.0,1929.0,454.0,General,backed,237 7th Avenue,7th Avenue,4th Street & 5th Street,Brooklyn,Brooklyn,306.0,Not Applicable,Not Applicable
229567,910,2.96,df_benches,40.60646,-74.01044,-3005.3019714424,1612 Bath Avenue,01/10/2018,Bench,43.0,POINT (-74.01044 40.60646),3.0,Brooklyn,Brooklyn,311.0,47.0,22.0,11.0,3990.0,272.0,Bus Route,backless 2,1612 Bath Avenue,Bath Avenue,Bay 13th Street & 16th Avenue,Brooklyn,Brooklyn,311.0,B64,Not Applicable
229568,1272,3.640000000000001,df_benches,40.651468,-73.935989,-3005.606490881853,4406A Church Avenue,07/17/2012,Bench,45.0,POINT (-73.935989 40.651468),3.0,Brooklyn,Brooklyn,317.0,58.0,21.0,9.0,357.0,162.0,Bus Route,backless,,Church Avenue,Troy Avenue and East 45th Street,Brooklyn,Brooklyn,317.0,B35,Not Applicable
229569,2986,3.1500000000000004,df_benches,40.862235,-73.898722,-3019.6669445636703,114 East Fordham Road,05/07/2013,Bench,14.0,POINT (-73.898722 40.862235),2.0,Bronx,Bronx,205.0,86.0,33.0,15.0,1945.0,559.0,BID,backed,114 East Fordham Road,East Fordham Rd & 188th Street,E. Fordham Road & 188th Street,Bronx,Bronx,205.0,Not Applicable,Fordham Road
229570,2044,3.25,df_benches,40.743104,-73.883252,-3010.2330200942083,81-25 Broadway,01/29/2015,Bench,25.0,POINT (-73.883252 40.743104),4.0,Queens,Queens,404.0,39.0,16.0,6.0,3011.0,1922.0,General,backed,81-25 Broadway,Broadway,Pettit Avenue and Britton Avenue,Queens,Queens,404.0,Not Applicable,Not Applicable
229571,1393,4.200000000000001,df_benches,40.66514,-73.902222,-3005.24420394108,460 Dumont Avenue,03/06/2014,Bench,42.0,POINT (-73.902222 40.66514),3.0,Brooklyn,Brooklyn,316.0,55.0,19.0,8.0,2391.0,1051.0,Senior Center,backed,460 Dumont Avenue,Dumont Avenue,Junius Street & Powell Street,Brooklyn,Brooklyn,316.0,Not Applicable,Not Applicable
229572,1459,4.84,df_benches,40.671369,-73.843006,-3003.296145095214,137-20 CROSS BAY BLVD,01/24/2019,Bench,32.0,POINT (-73.843006 40.671369),4.0,Queens,Queens,410.0,23.0,15.0,8.0,4226.0,793.0,Bus Route,backed 2,137-20 CROSS BAY BLVD,CROSS BAY BLVD,Pitkin Avenue & Van Wicklen Road,Queens,Queens,410.0,Q52,Not Applicable
229573,1207,2.2299999999999995,df_benches,40.645776,-73.995258,-3007.5946817302083,3921 9th Avenue,09/26/2017,Bench,38.0,POINT (-73.995258 40.645776),3.0,Brooklyn,Brooklyn,312.0,51.0,17.0,7.0,3766.0,313.0,Senior Safety,backed,3921 9th Avenue,9th Avenue,40th Street & 39th Street,Brooklyn,Brooklyn,312.0,Not Applicable,Not Applicable
229574,786,5.55,df_benches,40.598044,-74.066437,-3006.952468249228,134 McClean Avenue,12/21/2012,Bench,50.0,POINT (-74.066437 40.598044),5.0,Staten Island,Staten Island,502.0,64.0,23.0,11.0,1666.0,429.0,Bus Route,backless,134 McClean Avenue,McClean Avenue,Conger Street & Hastings Street,Staten Island,Staten Island,502.0,S53,Not Applicable
